date,company_ticker,first_seen,person_id,age,company_founded,company_industry,company_linkedin_url,company_name,company_type,company_website,country,grad_degree_degree,grad_degree_end,grad_degree_major_1,grad_degree_school_location_country,grad_degree_school_name,grad_degree_school_website,grad_degree_start,job_duration,level,next_job_company_founded,next_job_company_industry,next_job_company_linkedin_url,next_job_company_location_country,next_job_company_location_locality,next_job_company_location_name,next_job_company_location_region,next_job_company_name,next_job_company_website,next_job_level,next_job_title,next_job_title_role,next_job_title_sub_role,role,sex,sub_role,title,undergrad_degree_degree,undergrad_degree_end,undergrad_degree_major_1,undergrad_degree_school_location_country,undergrad_degree_school_name,undergrad_degree_school_website,undergrad_degree_start,years_since_grad,years_since_undergrad
2016-03,BOX,2017-12-04,AXxjVP0lISacGGzCXJgA3Q_0000,50,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2008,marketing,,,,2005,3,senior,,information technology and services,linkedin.com/company/divitas-networks,united states,,united states,,stealth mode startup company,appcito.net,,advisor,,,engineering,male,,"senior director, data and analytics engineering services",,,,,,,,8,
2018-09,BOX,2019-12-07,Fk8ZxZxbYGpStGgNbANsIQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,sweden,,,,,,,,3,,1975,computer software,linkedin.com/company/information-builders,united states,fort lauderdale,"fort lauderdale, florida, united states",florida,information builders,informationbuilders.com,director,regional director nordics,,,sales,male,accounts,strategic sales nordic,bachelors,1986,,sweden,uppsala university,uu.se,1983,,32
2018-06,BOX,2023-08-01,mbGsJwyn8urpq7-x-UdQAA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,0,training,,,linkedin.com/company/warner-bros-discovery,united states,new york,"new york, new york, united states",new york,warner bros. discovery,wbd.com,training,home entertainment sales intern,sales,accounts,,female,,intern,,,,,,,,,
2016-08,BOX,2024-03-18,94trQYSTtuZHdAelwuGEyQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2012,marketing,united states,the wharton school,wharton.upenn.edu,2010,4,,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,manager,"business development lead, publisher monetization",sales,business_development,sales,male,business_development,business development and corporate strategy,bachelors,2005,accounting,,the university of texas at austin,,2001,4,11
2023-06,BOX,2023-07-01,AMuNGatsJacWewwIBaBtsw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2023,business,united states,scu ciocca center,scu.edu,2022,0,,2018,,linkedin.com/company/octave-holdings-and-investments,united states,alpharetta,"alpharetta, georgia, united states",georgia,octave holdings and investments,octavehi.com,,business analyst,operations,,operations,male,product,product analyst,bachelors,2021,business administration,,amity university,,2018,0,2
2015-02,BOX,2017-12-04,i3WfWJiNEB8aWE0BR3NM-A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1984,computer networking,linkedin.com/company/cisco,united states,san jose,"san jose, california, united states",california,cisco,cisco.com,,program coordinator,operations,,human_resources,,recruiting,recruiting coordinator,bachelors,2014,psychology,united states,ucla,ucla.edu,2012,,1
2013-03,BOX,2018-11-11,Kpn7nxhXPN74rkHwNXxqOg_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,senior,2002,medical devices,linkedin.com/company/hansen-medical,united states,mountain view,"mountain view, california, united states",california,hansen medical,hansenmedical.com,manager,finance manager,finance,,finance,female,accounting,senior gl accountant,bachelors,2005,business administration,united states,"university of california, riverside",ucr.edu,2000,,8
2021-04,BOX,2022-08-29,pOMBd2A5i6zIVUccrZmIFg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1962,retail,linkedin.com/company/walmart,united states,bentonville,"bentonville, arkansas, united states",arkansas,walmart,walmart.com,training,e-commerce intern of consumer electronics,,,operations,female,,box business fellow,,,business administration,united states,florida a&m university,famu.edu,2018,,
2022-06,BOX,2023-09-16,OGFeR3-0-pfmqxIrqwfzaQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,manager,2004,computer software,linkedin.com/company/servicenow,united states,santa clara,"santa clara, california, united states",california,servicenow,servicenow.com,manager,"senior manager, accounting",finance,accounting,finance,,accounting,"senior manager, technical accounting and external reporting",,,,,,,,,
2016-11,BOX,2022-01-10,YgEQAgs-c2kabvWiuwN8yg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,,sports,linkedin.com/company/major-league-baseball,united states,new york,"new york, new york, united states",new york,major league baseball,mlb.com,manager,"business manager, partner solutions",operations,,,male,,implementation consultant,bachelors,2005,business management,united states,the george washington university school of business,business.gwu.edu,2002,,11
2018-06,BOX,2019-02-12,L94uSsF7auZFmoJodhrWFw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1992,information technology and services,linkedin.com/company/centric,netherlands,,netherlands,,centric,werkenbijcentric.eu,,contracts paralegal,legal,paralegal,,male,,contract administrator,,,,,,,,,
2018-10,BOX,2019-01-31,9BXvON0fwOPo1l4tNT5DcQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,5,,2005,computer software,linkedin.com/company/uipath,united states,new york,"new york, new york, united states",new york,uipath,uipath.com,senior,senior sales executive,sales,accounts,sales,,accounts,national account executive,bachelors,2002,international affairs,,florida state university,,1998,,16
2021-03,BOX,2021-09-08,JY5O3-GxwTPerflDfUBwNA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2020,data science,united states,university of southern california,usc.edu,2018,1,,2009,internet,linkedin.com/company/joinsquare,united states,san francisco,"san francisco, california, united states",california,square,squareup.com,,data scientist,engineering,data,engineering,,data,data scientist,bachelors,2016,biomedical engineering,united states,"university of california, davis",ucdavis.edu,2012,1,5
2023-11,BOX,2024-02-01,2WGLMBC2AAT0CAHu8injZg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2014,computer science,united states,silicon valley university,siliconvalley-university.org,2012,5,senior,2017,"health, wellness and fitness",linkedin.com/company/thirty-madison,united states,,"new york, united states",new york,thirty madison,thirtymadison.com,senior,senior site reliability engineer,engineering,,engineering,female,,senior site reliability engineer,bachelor of engineering,2006,electronics,india,university of mumbai,mu.ac.in,2002,9,17
2021-04,BOX,2021-09-08,OafKdhMq1hr6ZB0ISndapQ_0000,31,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2017,financial services,linkedin.com/company/codat-limited,united kingdom,london,"london, london, united kingdom",london,codat,codat.io,senior,senior solutions engineer,engineering,,,female,,implementation consultant,,,,,,,,,
2018-10,BOX,2019-01-31,F7u2ar5IVmTWqrh3M5SrlA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,1998,marketing,,york university,,1997,1,senior,2015,information technology and services,linkedin.com/company/strivr,united states,santa clara,"santa clara, california, united states",california,strivr,strivr.com,vp,vice president marketing,marketing,,marketing,female,,"senior director, content strategy and solution marketing",,,,,,,,20,
2022-10,BOX,2022-10-31,ijXkx2LGDCFJ8ByF8Sjb9Q_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2019,finance,united states,boston university,bu.edu,2017,1,,2014,computer software,linkedin.com/company/postman-platform,united states,san francisco,"san francisco, california, united states",california,postman,postman.com,,solutions engineer,engineering,,,male,,associate technical consultant,bachelors,2016,electrical engineering,,northeastern university,,2011,3,6
2021-05,BOX,2021-06-10,W-HCNRUfRectCVuBBe82HQ_0000,38,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,4,,2006,internet,linkedin.com/company/twitter,united states,san francisco,"san francisco, california, united states",california,twitter,twitter.com,,site reliability engineer,engineering,,engineering,male,,staff site reliability engineer,bachelors,2006,computer science,mexico,tecnológico de monterrey,tec.mx,2002,,15
2022-09,BOX,2022-11-22,-ixF0tTwadwMxh49OqXM2Q_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2016,applied psychology,united states,university of cincinnati,uc.edu,2015,1,,1971,airlines/aviation,linkedin.com/company/southwest-airlines,united states,dallas,"dallas, texas, united states",texas,southwest airlines,southwest.com,,operations strategy and delivery consultant,operations,,,,,change management consultant,bachelors,2015,psychology,united states,university of cincinnati,uc.edu,2011,6,7
2011-08,BOX,2016-12-25,K8VJAm-drjeyOlP5AuUnvw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,united states,mit sloan school of management,mitsloan.mit.edu,2010,0,training,2012,e-learning,linkedin.com/company/superhocam,turkey,ataşehir,"ataşehir, istanbul, turkey",istanbul,superhocam,superhocam.com,,advisor,,,operations,male,product,product manager intern - mobile,bachelors,2005,,united states,georgia institute of technology,gatech.edu,2001,,6
2014-08,BOX,2016-12-25,lJynDWil6Mm0i6kJ4VBhmA_0000,26,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,master of science,2012,computer science,japan,stanford university,stanford.edu,2010,2,,2007,internet,linkedin.com/company/twitch-tv,united states,san francisco,"san francisco, california, united states",california,twitch,twitch.tv,,software engineer,engineering,software,engineering,male,software,software engineer,bachelors,2010,animation,united states,university of southern california,usc.edu,2006,2,4
2022-05,BOX,2022-06-22,Qj2ldtV687HsV5UNSvRAhw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2017,electrical engineering,japan,stanford university,stanford.edu,2015,1,,2019,computer software,linkedin.com/company/octoaicloud,united states,seattle,"seattle, washington, united states",washington,octoai,octo.ai,,software engineer,engineering,software,engineering,female,software,software engineer,bachelors,2015,computer science,japan,stanford university,stanford.edu,2011,5,7
2017-10,BOX,2018-10-11,IIOdtXc-UbO2rMPva7Cvxw_0000,29,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2017,management,united states,"carlson executive education, university of minnesota",carlsonschool.umn.edu,2014,2,,2005,computer software,linkedin.com/company/talend,united states,redwood city,"redwood city, california, united states",california,talend,talend.com,,enterprise account executive,sales,accounts,sales,female,accounts,enterprise sales executive,bachelors,2011,architecture,,university of minnesota - twin cities,,2009,0,6
2018-02,BOX,2018-11-11,CMr8NCa5i1Gb8hKFGx-MJg_0000,45,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,senior,1983,internet,linkedin.com/company/ancestry.com,united states,lehi,"lehi, utah, united states",utah,ancestry,ancestry.com,senior,senior hris partner,,,operations,female,,senior business systems analyst - workday,,,,,,,,,
2007-07,BOX,2016-12-25,lEo4hQtAIxA5Hh5EH2V7ww_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,portugal,,,,,,,,0,,2001,online media,linkedin.com/company/lifecooler,portugal,lisbon,"lisbon, lisbon, portugal",lisbon,lifecooler,lifecooler.com,,journalist,media,journalism,public_relations,female,,public relations advisor,,,,,,,,,
2014-02,BOX,2022-01-05,gBjP6kmBrY1ZbyEvVMwJ4w_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,,1980,marketing and advertising,linkedin.com/company/jackson-dawson,united states,dearborn,"dearborn, michigan, united states",michigan,jackson dawson,jacksondawson.com,director,program director - adventure orx level up,operations,,sales,female,accounts,channel sales - central us,,,,,,,,,
2019-11,BOX,2020-06-20,MzUOO1R-cvyV1f0cwJBhEg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,2019,marketing and advertising,linkedin.com/company/fmkagency,united states,kansas city,"kansas city, missouri, united states",missouri,fmk agency,fmk.agency,,full stack engineer,engineering,,engineering,male,,site reliability engineer ii,bachelors,2017,computer science,united states,"california state university, fresno",fresnostate.edu,2012,,2
2016-02,BOX,2018-11-11,qKyDmD6Z1Qr-SS9cxUMpjw_0000,26,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,1999,computer software,linkedin.com/company/collabnetversionone,united states,alpharetta,"alpharetta, georgia, united states",georgia,collabnet versionone (now digital.ai),collab.net,,core development engineer,engineering,,engineering,male,software,software engineer - productivity engineering,bachelors,2012,computer science,,,,2008,,4
2015-10,BOX,2019-12-07,1dBSf9tLmVjAWL01E52GBg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2004,,,,,2002,1,,2005,computer & network security,linkedin.com/company/palo-alto-networks,united states,santa clara,"santa clara, california, united states",california,palo alto networks,paloaltonetworks.com,manager,technical architect and lead,,,customer_service,male,customer_success,solutions architect,bachelors,2001,computer science,india,jawaharlal nehru technological university,jntu.ac.in,1997,11,14
2009-10,BOX,2018-11-12,2OyJpUnmQUqQWo-XbByx5g_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,manager,1983,consumer electronics,linkedin.com/company/belkin,united states,el segundo,"el segundo, california, united states",california,belkin international,belkin.com,manager,compensation manager,human_resources,compensation,human_resources,female,employee_development,manager personnel training and development,,,,,,,,,
2020-10,BOX,2021-06-10,llzDHKjJMU7MrL3MIOtu1Q_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,manager,2004,computer software,linkedin.com/company/nexthink,switzerland,,"vaud, switzerland",vaud,nexthink,nexthink.com,manager,program and launch manager,operations,,operations,female,product,product release manager,bachelor of science,2014,business administration,united states,university of massachusetts lowell,uml.edu,2010,,6
2020-12,BOX,2021-02-12,7E11KEJH12528X7twZ--AA_0000,33,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,senior,1994,internet,linkedin.com/company/amazon,united states,seattle,"seattle, washington, united states",washington,amazon,amazon.com,senior,senior technical program manager,operations,,operations,female,,senior technical program manager,bachelors,2009,communication,united states,"university of california, davis",ucdavis.edu,2005,,11
2018-12,BOX,2019-01-31,ZDjOx5VS1htnKvpOU3CBUA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,senior,2014,financial services,linkedin.com/company/scalefactor,united states,austin,"austin, texas, united states",texas,scalefactor,scalefactor.com,,client onboarding,,,finance,male,accounting,senior gl accountant,bachelors,2009,business administration,,university of alabama,,2005,,9
2019-10,BOX,2021-02-18,B1mYwbF1S9zbz6bw7gCg4A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,2,manager,1958,information technology and services,linkedin.com/company/visa,united states,foster city,"foster city, california, united states",california,visa,visa.com,director,"head of partner marketing europe, cybersource at visa",marketing,,marketing,male,,"senior partner marketing manager, emea",,,,,,,,,
2016-12,BOX,2023-06-01,ci1DaFaYVTr28nOOQaWOxw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,andorra,,,,,,,,3,,,,,,,,,warpaint,,,monitor technician,,,,male,,"monitor technician, foh technician, stage technician",,,,,,,,,
2018-02,BOX,2021-02-12,MyRvHZYMBgm8T95WmaYnBQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2000,computer applications,india,bharathidasan university,bdu.ac.in,1997,3,manager,1976,consumer electronics,linkedin.com/company/apple,united states,cupertino,"cupertino, california, united states",california,apple,apple.com,,qa,,,,female,,senior .qa lead for mobile,,,,,,,,18,
2014-07,BOX,2016-12-25,ziZcrBUu8fK0kR8sAJGuQg_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,india,masters,2012,computer science,united states,university of southern california,usc.edu,2007,2,,2011,information technology and services,linkedin.com/company/qubole,united states,santa clara,"santa clara, california, united states",california,qubole,qubole.com,,devops engineer,engineering,devops,engineering,male,software,software engineer,bachelors,2005,electronics,india,indian institute of technology kharagpur,iitkgp.ac.in,2001,2,9
